eng,myn
I put a lot of milk in my coffee.,ကျွန်တော် ကော်ဖီထဲကို နို့ အများကြီး ထည့်တယ်။
I walked a lot today.,ဒီနေ့ လမ်း အများကြီး လျှောက်ခဲ့တယ်။
Mr Tanaka can sing while playing the guitar.,မစ္စတာတာနာခါက ဂီတာ တီးရင်းနဲ့ သီချင်းဆိုတတ်တယ်။
I eat while watching TV.,တီဗွီ ကြည့်ရင်း ထမင်းစားတယ်။
"I bought a sweater, skirt and so on at the department store yesterday.",မနေ့က ကုန်တိုက်မှာ ဆွယ်တာတွေ စကတ်တွေ ဝယ်ခဲ့တယ်။
"There are eggs, vegetables, fruit and so on in the refrigerator.",ရေခဲသေတ္တာထဲမှာ ကြက်ဥတွေ ဟင်းသီးဟင်းရွက်တွေနဲ့ သစ်သီးတွေ ရှိတယ်။
"If you study, your Japanese will get better little by little.",ဂျပန်စာကို လေ့လာရင် နည်းနည်းစီ တိုးတက်လာမှာပါ။
Please take one piece of paper at a time.,စာရွက်ကို တစ်ရွက်စီ ယူပါ။
There are children playing at the park.,ပန်းခြံမှာ ကလေးတွေ ကစားနေတယ်။
Those people are my friends.,သူတို့တွေက သူငယ်ချင်းတွေပါ။
I will take a shower before going to sleep.,မအိပ်ခင် ရေချိုးတယ်။
"Everyone, your classroom will be on the third floor.",မင်းတို့ရဲ့ စာသင်ခန်းက သုံးထပ်မှာ။
"If everyone is going, then I will go too.",မင်းတို့ သွားရင် ငါလည်း သွားမယ်။
"Everyone, there will be a kanji test next week.",အတန်းသားတွေ၊ လာမယ့်အပတ်မှာ ခန်းဂျီးစာမေးပွဲ စစ်မယ်။
We all sing songs together.,အားလုံး အတူတူ သီချင်းဆိုမယ်။
Everyone is waiting for the teacher in the classroom.,အားလုံး စာသင်ခန်းထဲမှာ ဆရာ့ကို စောင့်နေတယ်။
Everyone is a student at this university.,အားလုံး ဒီတက္ကသိုလ်ကကျောင်းသားတွေပါ။
Mr Lee worked abroad for a year and a half.,မစ္စတာဟယရှိ နိုင်ငံခြားမှာ တစ်နှစ်ခွဲ အလုပ်လုပ်ခဲ့တယ်။
"It is already 7.30, so I must get out of the house.",ခုနစ်နာရီတောင် ခွဲပြီ၊ အိမ်က မထွက်လို့မဖြစ်တော့ဘူး။
Mr Lee wants to play tennis.,မစ္စတာလီက တင်းနစ် ရိုက်ချင်နေတယ်။
The children want snacks.,ကလေးက မုန့် လိုချင်နေတယ်။
I finished about half of my homework.,အိမ်စာ တစ်ဝက်လောက် ပြီးသွားပြီ။
One egg is about 50 grams.,ကြက်ဥက တစ်လုံးကို ငါးဆယ်ဂရမ်လောက် ရှိတယ်။
Mr Tanaka will arrive at the station at about 10.00.,မစ္စတာတာနာခါ ဆယ်နာရီဝန်းကျင်လောက် ဘူတာကို ရောက်မယ်။
"When I was a child, I often played at that park.",ကျွန်တော် ကလေးဘ၀တုန်းက အဲဒီပန်းခြံမှာ အမြဲ ကစားတယ်။
Class always starts after 9.00.,အမြဲတမ်း ကိုးနာရီကျော်မှာ အတန်းစတယ်။
It is past 12.00 now.,အခု ဆယ့်နှစ်နာရီ ကျော်ပြီ။
I will rest for a moment around here.,ဒီအနားတဝိုက်မှာ ခဏ နားရအောင်။
Mr Hayashi's house is around here.,အဲဒီအနားတဝိုက်မှာ မစ္စတာဟယရှိရဲ့ အိမ် ရှိတယ်။
My brother's room is smaller than my room.,ကျွန်တော့်အခန်းထက် ညီလေးရဲ့ အခန်းက ပိုကျဉ်းတယ်။
I like baseball more than football.,ဘောလုံးထက်စာရင် ဘေ့စ်ဘောကို ပိုကြိုက်တယ်။
I cut my hair three days ago.,ရှေ့သုံးရက်က ဆံပင်ညှပ်ခဲ့တယ်။
I sometimes go to the bookstore over there.,ကျွန်တော် တစ်ခါတလေ အဲဒီကစာအုပ်ဆိုင်ကို သွားတယ်။
My aunt works at a flower shop.,ကျွန်တော့်အဒေါ်က ပန်းဆိုင်မှာ အလုပ်လုပ်နေတယ်။
My dog is really cute.,ငါ့အိမ်ကခွေးလေးက တကယ့်ကို ချစ်ဖို့ကောင်းတယ်။
This story is true.,ဒီစကားက အမှန်တကယ်။
You may not talk about this to other people.,တခြားလူကို မပြောရဘူး။
Are there any other things you want?,တခြား ဘာပစ္စည်း လိုချင်သေးလဲ။
I would like to travel all around Japan.,ကျွန်တော် ဂျပန်အနှံ့ ခရီးသွားချင်တယ်။
I wasn't at home all day yesterday.,မနေ့က တစ်နေ့ကုန် အိမ်မှာ မရှိဘူး။
I borrowed a book from the library and read it.,စာကြည့်တိုက်မှာ စာအုပ် ငှားပြီး ဖတ်တယ်။
A new restaurant was built near the station.,ဘူတာနားမှာ စားသောက်ဆိုင်သစ်တစ်ဆိုင် လာဖွင့်ထားတယ်။
This classroom wall is thick.,ဒီစာသင်ခန်းရဲ့ နံရံက ထူတယ်။
My mother loves cake.,မေမေက ကိတ်မု့န် အရမ်း ကြိုက်တယ်။
I eat cake for my birthday every year.,နှစ်တိုင်း မွေးနေ့မှာ ကိတ်မုန့် စားလေ့ရှိတယ်။
I went to the concert with my friend yesterday.,မနေ့က သူငယ်ချင်းနဲ့ ဂီတပွဲ သွားခဲ့တယ်။
"I am not ill, so please do not worry.",ရောဂါ မဟုတ်တဲ့အတွက် စိုးရိမ်စရာမလိုပါဘူး။
My mother is worried because my sister is not home yet.,ညီမလေး ပြန်မလာသေးလို့ အမေ စိတ်ပူနေတယ်။
I use the computer to work.,ကွန်ပျူတာ သုံးပြီး အလုပ်လုပ်တယ်။
We switch on the TV.,တီဗွီခလုတ်ကို ဖွင့်မယ်။
"I went to a karaoke place yesterday, but I didn't sing a lot.",မနေ့က ကာရာအိုကေ သွားပေမဲ့ သိပ် မဆိုဖြစ်ဘူး။
I go to a karaoke place once a week.,ကျွန်တော် တစ်ပတ် တစ်ခါ ကာရာအိုကေ သွားတယ်။
I gave my mobile phone number to my friend.,သူငယ်ချင်းကို လက်ကိုင်ဖုန်းနံပါတ် ပြောပြလိုက်တယ်။
Mobile phones are small and very useful.,လက်ကိုင်ဖုန်းက သေးပြီး အရမ်း အဆင်ပြေတယ်။
You should stop reading books where it is dark.,အမှောင်ထဲမှာ စာကြည့်တာမျိုး ရှောင်သင့်တယ်။
I quit my job last month.,ရှေ့လကတည်းက ကျွန်တော် ကုမ္ပဏီက ထွက်လိုက်တယ်။
I ate the snack I received from Mr Tanaka.,မစ္စတာတာနာခါဆီက ရခဲ့တဲ့မုန့်ကို စားလိုက်တယ်။
"Yesterday, I received a souvenir from Mr Yamada.",မနေ့က မစ္စတာယာမာဒါဆီက ခရီးအပြန်လက်ဆောင် ရခဲ့တယ်။
Mr Kobayashi gave half of the bread to Ms Kimura.,မစ္စတာခိုဘာယာရှိက မစ္စတာခိမုရကို ပေါင်မုန့် တစ်ခြမ်း ပေးလိုက်တယ်။
Mr Matsui gave a tie to Mr Tanaka for his birthday.,မစ္စတာမဆုအိက မစ္စတာတာနာခါရဲ့ မွေးနေ့အတွက် နက်ကတိုင် လက်ဆောင်ပေးတယ်။
"Well then, that is all for today's class. Let's meet next week.",ဒီနေ့သင်ခန်းစာက ဒီလောက်ပါပဲ။ နောက်အပတ်မှ ထပ်တွေ့မယ်။
